,name,txt,compound,pos,neu,neg,timestamp
145,CBS News,Passage: Remembering Burt Reynolds https://t.co/kwYdyGUFqz https://t.co/uLOzPGwcuS,0.0,0.0,1.0,0.0,2018-09-10 04:03:03
447,The New York Times,"Wakako Yamauchi's plays drew on her own life of relocation, rootlessness, assimilation and internment during World… https://t.co/RRGWuP3Hij",0.25,0.111,0.889,0.0,2018-09-10 07:30:10
144,CBS News,"Emmy wins usher 3 new members into elite ""EGOT"" club https://t.co/pJp43lfBFv https://t.co/7wBKUI7Gny",0.5719,0.27,0.73,0.0,2018-09-10 08:24:04
446,The New York Times,"RT @nytimesbusiness Harvard students demanded a ""living wage"" for campus workers. The university heeded the call an… https://t.co/VEF9LWUuzu",-0.2263,0.0,0.894,0.106,2018-09-10 11:30:07
143,CBS News,Stand Up To Cancer raises record $123M in pledges from U.S. and Canada https://t.co/CbO7yjjZjZ https://t.co/dIZI7G4ky4,-0.6597,0.0,0.761,0.239,2018-09-10 13:44:36
445,The New York Times,"The NFL has a new tackling rule, turning some of the most routine tackles into penalties. But how did the new rule… https://t.co/NeDhrUDExy",0.0,0.0,1.0,0.0,2018-09-10 16:00:11
6,BBC,RT @bbcthree: Lucy was 22 and studying to become a nurse. This is her story. #WorldSuicidePreventionDay https://t.co/jSQugzd4BV,0.0,0.0,1.0,0.0,2018-09-10 16:23:57
142,CBS News,Sarah Huckabee Sanders says Justice Department could be justified in looking into anonymous Trump official op-ed if… https://t.co/ZmWzaCPB6n,0.7269,0.276,0.724,0.0,2018-09-10 18:56:38
444,The New York Times,"“I believe that in this century, we can win a 4-day working week, with decent pay for everyone"": A British labor or… https://t.co/ivyHGekaai",0.5267,0.157,0.785,0.058,2018-09-10 19:45:09
141,CBS News,"BRINGING IT HOME: A Mississippi teen was crowned her high school's homecoming queen Friday night, then scored the g… https://t.co/iRhPrLppll",0.0,0.0,1.0,0.0,2018-09-10 23:09:20
443,The New York Times,"RT @mschwirtz: Reporting this story w @EllenBarryNYT required 5 trips to Salisbury, 2 to Russia, 2 to Spain, 3 to Prague, 1 to Estonia and…",0.0,0.0,1.0,0.0,2018-09-11 00:17:05
140,CBS News,Mayor bans city clubs from buying Nike products amid debate over Kaepernick ad https://t.co/39J4IOrGbL https://t.co/PmlyAuXWkY,0.0,0.0,1.0,0.0,2018-09-11 04:48:04
442,The New York Times,Young winemakers are proving that you can make great wines even if you don't have a lot of money and an inherited v… https://t.co/qOTuWjuCUG,0.6249,0.157,0.843,0.0,2018-09-11 05:00:03
139,CBS News,Equifax data breach was a year ago – what has DC done about it? https://t.co/Um7nzJDScI https://t.co/4E8dlDCYNq,0.0,0.0,1.0,0.0,2018-09-11 09:26:05
441,The New York Times,"RT @nytmedia: Our @koblin writes that Leslie Moonves made his name as a programmer of shows with clear-cut villains and heroes. On Sunday,…",-0.2732,0.119,0.722,0.159,2018-09-11 10:00:23
138,CBS News,"FBI Director Christopher Wray: ""Terrorism today moves at the speed of social media"" https://t.co/1l6yh9pfyG https://t.co/m95UWpRz81",-0.6808,0.0,0.753,0.247,2018-09-11 12:39:53
440,The New York Times,Primary season was full of surprises. Here's why the polls missed some of them. https://t.co/n8imUzPxe5 https://t.co/U6jo41dwPf,-0.0772,0.105,0.773,0.122,2018-09-11 14:44:03
137,CBS News,Rare video from ground zero on 9/11: Only 29 minutes passed between the two World Trade Center towers falling. Phot… https://t.co/WlTtFytASs,-0.1531,0.0,0.926,0.074,2018-09-11 15:44:41
206,CNN Breaking News,A mandatory evacuation is ordered for all of North Carolina's barrier islands as Hurricane Florence approaches. Fol… https://t.co/NuqZA0JLWz,-0.0516,0.073,0.843,0.084,2018-09-11 17:48:01
439,The New York Times,A youth worker at an Arizona shelter for migrant children has been convicted of sexually abusing teenagers under hi… https://t.co/P2LbSdAIpB,-0.4588,0.0,0.857,0.143,2018-09-11 18:00:08
136,CBS News,"International Space Station commander says his crew had nothing to do with causing a recent leak, which Russia blam… https://t.co/aPenw6r4pc",-0.34,0.0,0.882,0.118,2018-09-11 19:30:50
438,The New York Times,"2 days ahead of New York's primary election, we checked in with Cynthia Nixon https://t.co/AdSCRd8PzL",0.0,0.0,1.0,0.0,2018-09-11 22:47:05
135,CBS News,"REMEMBERING 9/11: The nearly 3,000 people killed in the New York, Washington, D.C., and Shanksville, PA attacks are… https://t.co/FmwfJq6Z6e",-0.8126,0.0,0.697,0.303,2018-09-11 22:59:08
437,The New York Times,See full results and maps from the New Hampshire primaries here: https://t.co/YVIAHnb3Jc,0.0,0.0,1.0,0.0,2018-09-12 02:41:00
134,CBS News,"""Holy place"": New York City marks 9/11 anniversary https://t.co/w9wtQ6yxz1 https://t.co/iaamrZKZwd",0.0,0.0,1.0,0.0,2018-09-12 04:18:03
436,The New York Times,"As the Hungarian prime minister built an “illiberal state,” creating a template for the far right, Europe’s leading… https://t.co/Y3njBVeSOV",0.296,0.115,0.885,0.0,2018-09-12 07:00:04
133,CBS News,"""Tent City"" for unaccompanied migrants to expand, remain open through the end of the year https://t.co/NBPCJlbWSq https://t.co/m3Tgz5BkPT",0.3182,0.126,0.874,0.0,2018-09-12 08:33:04
5,BBC,"🐻🍁This year's #Autumnwatch will take the team to New England, bringing you the most spectacular of seasons in four… https://t.co/lFI4SoY2yL",0.0,0.0,1.0,0.0,2018-09-12 09:02:01
132,CBS News,"""I ain't using that no more"": Alabama pastor cuts up Nike gear during sermon, as congregation cheers and laughs… https://t.co/cn9hLrti4z",0.4191,0.206,0.703,0.091,2018-09-12 11:59:38
435,The New York Times,"Your daily @DealBook Briefing:

• Goldman's future C.E.O. urged a whistle-blower to stay quiet.

• It's iPhone day.… https://t.co/MzXX5ZnvrH",0.0,0.0,1.0,0.0,2018-09-12 12:00:02
434,The New York Times,"Officials said that the level of median household income in 2017 was roughly the same as in 2007, the last full yea… https://t.co/7Gh2bLSd48",0.0,0.0,1.0,0.0,2018-09-12 15:06:19
131,CBS News,"What will Apple unveil in its event today? Expect new Macs, a bigger Apple Watch and a supersized iPhone… https://t.co/nO5uSS4FPU",0.0,0.0,1.0,0.0,2018-09-12 16:59:43
433,The New York Times,The Rhode Island primary elections are today. Follow along with the results here: https://t.co/Bb6CI8y6ko,0.0,0.0,1.0,0.0,2018-09-12 18:35:02
205,CNN Breaking News,"Correction: Georgia is the fifth state to declare a state of emergency, joining North Carolina, South Carolina, Vir… https://t.co/NYteN58bar",-0.3818,0.0,0.867,0.133,2018-09-12 19:49:29
130,CBS News,"Viola Davis might have gotten an Oscar nomination for 2012's ""The Help,"" but she says she regrets her role in the f… https://t.co/YE9E6Nytld",-0.5023,0.0,0.871,0.129,2018-09-12 21:30:49
432,The New York Times,"Doctor, Chinese refugee, Rhodes Scholar. Meet Planned Parenthood's new president. https://t.co/RBc6F1nbq2",0.0,0.0,1.0,0.0,2018-09-12 22:00:15
129,CBS News,"By the end, Sen. John McCain had rejected President Trump. Now, his best friend in the Senate, Sen. Lindsey Graham,… https://t.co/hYAfQ4TDgo",0.6249,0.258,0.627,0.115,2018-09-13 01:14:50
431,The New York Times,"RT @cliffordlevy: NYT Scoop:
A former aide to Gov. Andrew Cuomo created the false flier suggesting that his primary opponent, Cynthia Nixon…",0.3818,0.159,0.841,0.0,2018-09-13 01:52:03
430,The New York Times,"The Trump administration has signaled a new phase in its confrontation with Iran, threatening to retaliate for atta… https://t.co/8GbUUjPAo0",-0.6908,0.0,0.737,0.263,2018-09-13 05:45:09
128,CBS News,"Amazon's patent for caging workers was ""bad"" idea, exec admits https://t.co/yoEdq0hbR8 https://t.co/MyRUWII9fZ",0.296,0.167,0.833,0.0,2018-09-13 05:48:04
429,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/403gQ54eDX https://t.co/Ko8rtA3ezL,0.0,0.0,1.0,0.0,2018-09-13 10:05:06
127,CBS News,Florence has been downgraded to a Category 2 hurricane as it approaches North and South Carolina https://t.co/eh0pfjMJsE,0.0,0.0,1.0,0.0,2018-09-13 10:19:48
126,CBS News,"FEMA Administrator: ""This is a very dangerous storm. We call them disasters because they break things. The infrastr… https://t.co/SRcDe6P3w3",-0.7902,0.0,0.696,0.304,2018-09-13 13:39:09
428,The New York Times,Many late-night hosts said they were worried about President Trump's ability to respond to Hurricane Florence. Here… https://t.co/lnRjzC8efI,0.0258,0.112,0.78,0.107,2018-09-13 13:40:05
125,CBS News,FBI Director Christopher Wray says China is agency's top counterintelligence priority (via @CBSThisMorning)… https://t.co/ZSqhIXPQrQ,0.2023,0.122,0.878,0.0,2018-09-13 15:29:43
4,BBC,"It's impossible to watch this without laughing! 😂

A Scottish Granny has gone viral after she REALLY enjoyed readin… https://t.co/rGzHqvqOSj",0.7087,0.264,0.595,0.142,2018-09-13 16:03:03
427,The New York Times,"10 years after the financial crisis, banks know how to resist change https://t.co/LcAJyXVEXY",-0.6249,0.0,0.745,0.255,2018-09-13 16:45:04
124,CBS News,"“…We take the lessons learned from last year, although it was a phenomenal, robust response, we can always learn fr… https://t.co/Fz6cSIjX9O",0.34,0.112,0.888,0.0,2018-09-13 20:39:40
426,The New York Times,"These cuts of butcher's steak are great with little more than salt and pepper, so you can truly assess their flavor… https://t.co/LIZaOdG1VH",0.7239,0.255,0.668,0.077,2018-09-13 21:00:12
204,CNN Breaking News,Hurricane-force wind gusts are beginning to be felt along the central North Carolina coast and water levels are inc… https://t.co/S5fzztkzB1,0.0,0.0,1.0,0.0,2018-09-13 22:30:28
425,The New York Times,First election results are coming in from the New York primary. Follow the vote here. https://t.co/ehvpasuMxO,0.0,0.0,1.0,0.0,2018-09-14 01:06:01
123,CBS News,HAPPENING NOW: NC emergency management officials provide updates on Hurricane Florence. https://t.co/aZZcUgx6ez https://t.co/HMbWCTb8EL,-0.3818,0.0,0.822,0.178,2018-09-14 01:11:52
424,The New York Times,RT @jswatz: The NYT lifted its paywall for coverage of Hurricane Florence and Typhoon Mangkhut. Find it here:  https://t.co/tjOtLsR8AG http…,0.0,0.0,1.0,0.0,2018-09-14 04:30:58
122,CBS News,Nursing homes evacuate as Hurricane Florence fuels flooding fears https://t.co/855Xzqis0V https://t.co/QCjXC5dAe4,-0.4215,0.0,0.781,0.219,2018-09-14 06:03:03
423,The New York Times,"""He’s over in Rome, like he’s going to solve all the problems,” an abuse victims advocate said of Cardinal Daniel N… https://t.co/CRXOFxtSMz",-0.4939,0.149,0.625,0.226,2018-09-14 08:50:24
121,CBS News,Global Climate Action Summit puts stress on action https://t.co/inyOduaYuD https://t.co/v0svVHXAzs,-0.4215,0.0,0.763,0.237,2018-09-14 10:00:36
120,CBS News,UPDATE: Police say 150-200 residents have already been rescued in New Bern and about 100 are awaiting rescue… https://t.co/5wCf0uKLDt,0.4215,0.135,0.865,0.0,2018-09-14 11:27:37
422,The New York Times,"Super Typhoon Mangkhut, the equivalent of a Category 5 hurricane, churns its way toward the northern Philippines https://t.co/BP1Jddy99x",0.5994,0.206,0.794,0.0,2018-09-14 12:30:03
119,CBS News,"""For those citizens who did not heed the evacuation warnings, it is time to stay where you are and do the best you… https://t.co/r6lCYscxAA",0.4588,0.148,0.775,0.077,2018-09-14 13:31:58
421,The New York Times,"""In that moment, it also became a story about helplessness and what hurricanes take from us"": New York Times report… https://t.co/6vWGccfmsS",-0.4767,0.0,0.86,0.14,2018-09-14 15:45:04
118,CBS News,"Chicago police officer picks jury trial in Laquan McDonald's shooting death
https://t.co/Lqe5yNzafC https://t.co/WueXWFLDRE",-0.5994,0.0,0.755,0.245,2018-09-14 16:49:40
420,The New York Times,Americans' household incomes are finally returning to their pre-recession heights. But 2 groups in America have bee… https://t.co/zl3qNg7P6H,0.0,0.0,1.0,0.0,2018-09-14 19:15:06
203,CNN Breaking News,"A mother and her infant child killed by a falling tree in Wilmington, North Carolina, are the first fatalities from… https://t.co/TFekOBMf6w",-0.875,0.0,0.615,0.385,2018-09-14 19:23:21
117,CBS News,"For the first time ever, fake TripAdvisor reviews have landed someone in jail https://t.co/ThHmBhCxNx https://t.co/KNoUhDm8cr",-0.4767,0.0,0.819,0.181,2018-09-14 21:39:52
419,The New York Times,RT @dagnysalas: Catch up on everything from @nytimes on the big storms hitting the East Coast of the United States and the Philippines http…,0.4215,0.109,0.891,0.0,2018-09-14 22:32:06
418,The New York Times,RT @NYTScience: It's been almost one year since we said goodbye to the Cassini mission to Saturn. We recommend looking at this on the bigge…,0.3612,0.094,0.906,0.0,2018-09-15 03:17:06
116,CBS News,Florence batters North Carolina coast https://t.co/JbgLSlWS29 https://t.co/uQon9Qatr0,0.0,0.0,1.0,0.0,2018-09-15 04:03:04
3,BBC,"Commuters applying make-up is a major source of irritation to some train passengers. 

But what's the problem, and… https://t.co/8mJ0XKWGH1",-0.6908,0.0,0.737,0.263,2018-09-15 08:02:07
417,The New York Times,RT @nytimesworld: The Kremlin apparently dispatched two spies on a cyber attack mission against the Swiss lab that analyzed the nerve agent…,-0.4767,0.0,0.866,0.134,2018-09-15 08:32:02
115,CBS News,"""Vampire facials"" at New Mexico spa may have exposed customers to HIV https://t.co/FPuLAcVHNp https://t.co/aDGhppqL2X",-0.0772,0.0,0.909,0.091,2018-09-15 08:48:03
416,The New York Times,"Florence continued its torrential roll through the Carolinas on Saturday, with winds blowing up to 50 miles an hour https://t.co/YTBFKVALRa",0.0,0.0,1.0,0.0,2018-09-15 13:50:07
114,CBS News,Final Delta 2 rocket launches $1 billion ice probe https://t.co/Kywo0Cji1H https://t.co/dXakRQpKuC,0.0,0.0,1.0,0.0,2018-09-15 14:00:01
415,The New York Times,How a Ukrainian hairdresser became a front for Paul Manafort https://t.co/ycNdmU8k1b https://t.co/2RNKoQPdTu,0.0,0.0,1.0,0.0,2018-09-15 18:30:10
113,CBS News,"Mayor says it could take weeks to restore power to Wilmington, North Carolina, one of the areas hit hardest by Flor… https://t.co/skWLg2b3ZE",0.296,0.095,0.905,0.0,2018-09-15 20:19:39
414,The New York Times,"When a flight is delayed or cancelled, you're typically at the mercy of the airline, but here's some tips on mitiga… https://t.co/fEvilgTdmJ",-0.0516,0.077,0.793,0.13,2018-09-15 22:24:40
112,CBS News,"Pope Francis tells Sicily's Mafia: ""Quit thinking about yourselves and your money"" https://t.co/5JRc02CEzF https://t.co/G8qDtLup86",0.0,0.0,1.0,0.0,2018-09-16 01:14:07
413,The New York Times,"Our 52 Places Traveler visits Prague: ""By the time I left, I felt grateful to have glimpsed a tiny slice of the cre… https://t.co/59IFXzOkHN",0.4588,0.13,0.87,0.0,2018-09-16 03:14:08
111,CBS News,Fact check: Is Trump's economy stronger than Obama's? https://t.co/R8cqcIu66C https://t.co/0Utxneaax1,0.3818,0.224,0.776,0.0,2018-09-16 05:33:04
412,The New York Times,Looking at the 2018-19 TV schedule is like flipping the dials on a time machine https://t.co/Hjw2awQgqB,0.3612,0.152,0.848,0.0,2018-09-16 07:33:34
110,CBS News,Mom who was activist against MS-13 killed at daughter's memorial https://t.co/GFg9B2Ei7e https://t.co/OxFND7lk0l,-0.6705,0.0,0.71,0.29,2018-09-16 10:33:04
2,BBC,"This is unbelievable! 👕📲️⚽️

Sam is 17 and sells clothes to the likes of @paulpogba, @kylewalker2 and @aubameyang7.

https://t.co/OcXmoK4IlQ",0.5983,0.223,0.777,0.0,2018-09-16 13:02:01
411,The New York Times,Tropical Depression Florence Updates: Rivers Swell as Death Toll Rises https://t.co/6jfBtxEC6W,-0.8225,0.0,0.542,0.458,2018-09-16 13:07:10
109,CBS News,"North Carolina Sen. Thom Tillis tells @FaceTheNation that senators will ""take a look"" at sexual misconduct allegati… https://t.co/JFo99LMvRb",0.0,0.0,1.0,0.0,2018-09-16 14:58:33
410,The New York Times,"RT @NYTmag: First, Vanessa Prager made a painting of Maya Rudolph. 
Then parts of the painting were cut out (the face, a hand, a leg) for t…",0.2732,0.117,0.806,0.077,2018-09-16 17:55:04
108,CBS News,Inside MIT's 'Future Factory': A student in MIT’s Media Lab developed a way to surf the internet with his mind. Fin… https://t.co/FGde4TzSNt,0.0,0.0,1.0,0.0,2018-09-16 21:54:32
409,The New York Times,There is something different about the Democratic candidates and message aimed at union votes this time around. Cal… https://t.co/13X1Y7jG5Q,0.0,0.0,1.0,0.0,2018-09-16 22:00:14
202,CNN Breaking News,The remnants of Florence continue to drop catastrophic amounts of rain in the Carolinas. At least 16 people are dea… https://t.co/AG3HNr1OIG,-0.6486,0.0,0.782,0.218,2018-09-16 22:47:36
408,The New York Times,Typhoon Mangkhut Slams Hong Kong and Southern China https://t.co/sV9mOZ2XPx,0.0,0.0,1.0,0.0,2018-09-17 01:30:29
107,CBS News,"Deadly shark attack in Cape Cod, first in over 80 years https://t.co/Bh2Ks0wouj https://t.co/D1FVYZAg38",-0.4767,0.0,0.795,0.205,2018-09-17 04:03:03
407,The New York Times,"With the deal for Time, the Benioffs have picked up one of the most storied — but struggling — publications in the… https://t.co/A3h9pSGKYQ",-0.6243,0.0,0.83,0.17,2018-09-17 06:00:06
106,CBS News,"Lehman Brothers is long gone, but the economic rot lingers https://t.co/tJkFBhbtOA https://t.co/Ez8YEXuH7O",0.0,0.0,1.0,0.0,2018-09-17 08:48:03
406,The New York Times,"There has been another huge misinformation campaign online before an election, this time in Macedonia, and the U.S.… https://t.co/I2qWkVCs9B",0.0,0.106,0.787,0.106,2018-09-17 10:30:10
105,CBS News,Wyoming officials trapped and killed two grizzly bears they believe killed a hunting outfitter and injured his clie… https://t.co/bOep9o1Oin,-0.9442,0.0,0.481,0.519,2018-09-17 11:34:55
405,The New York Times,RT @TimHerrera: We all want to be charming talkers who can work a room. Here are 3 steps to becoming one. https://t.co/J7A5E01AZy,0.6249,0.221,0.779,0.0,2018-09-17 14:38:01
104,CBS News,CIRCUS CHAOS: Disturbing video shows an unruly camel charge toward the audience at a Pittsburgh circus as a woman c… https://t.co/byrG2RTs4t,-0.8286,0.0,0.687,0.313,2018-09-17 16:00:29
404,The New York Times,"RT @NYTmag: In the long-awaited final volume of his epic novel, Karl Ove Knausgaard confronts the central mystery of autobiographical ficti…",0.1027,0.099,0.819,0.082,2018-09-17 17:48:02
1,BBC,University Challenge icons @e_monkman and @Bobby_Seagull road trip around Britain in search of hidden gems of Briti… https://t.co/ehTKqStAoJ,0.0772,0.071,0.929,0.0,2018-09-17 18:04:04
0,BBC,University Challenge icons @e_monkman and @Bobby_Seagull road trip around Britain in search of hidden gems of Briti… https://t.co/ehTKqStAoJ,0.0772,0.071,0.929,0.0,2018-09-17 18:04:04
103,CBS News,"Elon Musk sued by British diver he accused of being a pedophile. Musk defended the accusation last month by saying,… https://t.co/phRq55w5td",-0.4939,0.0,0.811,0.189,2018-09-17 20:09:32
403,The New York Times,"""I like how she stood up for herself."" Sonia Sotomayor got an enthusiastic response from kids, especially Hispanic… https://t.co/OaHePWYwkD",0.6908,0.251,0.749,0.0,2018-09-17 21:10:04
102,CBS News,"Tyson Foods CEO Tom Hayes departs after two years for ""personal reasons"" https://t.co/POQ3RagmFR https://t.co/j611xlt7We",0.0,0.0,1.0,0.0,2018-09-17 23:39:30
402,The New York Times,"Elon Musk welcomed a lawsuit from the British caver he had accused of pedophilia. On Monday, Musk got his wish. https://t.co/Vlq2pPrHtZ",0.25,0.202,0.635,0.163,2018-09-18 01:32:04
201,CNN Breaking News,"RT @CNN: ""Game of Thrones"" wins outstanding drama series at the #Emmys https://t.co/gxHaswHPnK https://t.co/NiY32saMg0",0.8271,0.391,0.609,0.0,2018-09-18 03:13:05
200,CNN Breaking News,"RT @CNN: ""Game of Thrones"" wins outstanding drama series at the #Emmys https://t.co/gxHaswHPnK https://t.co/NiY32saMg0",0.8271,0.391,0.609,0.0,2018-09-18 03:13:05
401,The New York Times,"One study of tire tariffs found in a single year, 2011, Americans spent an extra $1.1 billion on tires as a result… https://t.co/wygBMLTHf4",0.0,0.0,1.0,0.0,2018-09-18 05:02:03
400,The New York Times,"One study of tire tariffs found in a single year, 2011, Americans spent an extra $1.1 billion on tires as a result… https://t.co/wygBMLTHf4",0.0,0.0,1.0,0.0,2018-09-18 05:02:03
100,CBS News,"Trump orders DNI, DOJ to declassify documents related to Russia investigation https://t.co/zsT9lbEeT4 https://t.co/1exU2PBRtu",0.0,0.0,1.0,0.0,2018-09-18 05:03:04
101,CBS News,"Trump orders DNI, DOJ to declassify documents related to Russia investigation https://t.co/zsT9lbEeT4 https://t.co/1exU2PBRtu",0.0,0.0,1.0,0.0,2018-09-18 05:03:04
300,Fox News,"FLORENCE AFTERMATH: Fox News drone footage captured the devastation in North Carolina, from homes underwater to roa… https://t.co/z3bkAeaugS",-0.4215,0.0,0.859,0.141,
301,Fox News,"FLORENCE AFTERMATH: Fox News drone footage captured the devastation in North Carolina, from homes underwater to roa… https://t.co/z3bkAeaugS",-0.4215,0.0,0.859,0.141,
302,Fox News,.@buffalobills player Taiwan Jones left bloodied after tackle https://t.co/xgPyFn0NCR,0.0,0.0,1.0,0.0,
303,Fox News,'Black-ish' actress Jenifer Lewis dons Nike sweatshirt at Emmy Awards https://t.co/sYTa8yR1rl,0.4588,0.231,0.769,0.0,
304,Fox News,"Health officials: Hurricane Florence could leave deadly diseases, illnesses in its wake https://t.co/nLQgGMcchA",-0.5267,0.0,0.714,0.286,
305,Fox News,A weakened Florence continues destructive path to the northeast. https://t.co/oVX8BP07Wt,-0.743,0.0,0.526,0.474,
306,Fox News,New Ram Midsize pickup to be built in USA https://t.co/LimGx8o5lU,0.0,0.0,1.0,0.0,
307,Fox News,Attorney General Jeff Sessions delivers remarks at the Justice Department's Forum on Free Speech in Higher Educatio… https://t.co/XclfXxEU30,0.7717,0.295,0.705,0.0,
308,Fox News,Strzok-Page texts calling to 'open' case in 'chargeable way' under fresh scrutiny https://t.co/qqSysBS6HN,0.3182,0.161,0.839,0.0,
309,Fox News,".@JenKernsUSA: ""It's very clear at the time that Special Counsel Robert Mueller was appointed, that no one at the h… https://t.co/WcbJjnnmTq",0.5256,0.217,0.698,0.085,
310,Fox News,"On @foxandfriends, @GovMikeHuckabee said he believed ""things have gone pretty well the past year and a half"" with… https://t.co/nTb08LrcMs",0.6486,0.249,0.751,0.0,
311,Fox News,Alleged 'looters' in Florence-ravaged North Carolina sought by police https://t.co/Ay0ML53Wrh,0.0,0.0,1.0,0.0,
312,Fox News,California professor Christine Ford claims Kavanaugh sexually assaulted her: 'It derailed me' https://t.co/BVGmNJNWON,-0.7003,0.0,0.655,0.345,
313,Fox News,Buffalo Bills CB Vontae Davis reportedly retires at halftime of game. https://t.co/03hjCnfY7X,0.0,0.0,1.0,0.0,
314,Fox News,Syria is accusing Israel of airstrikes near the Damascus International Airport. @TreyYingst reports. https://t.co/K3pLwVIar4,-0.1779,0.0,0.884,0.116,
315,Fox News,"London mayor calls for second referendum on Brexit, says negotiations are 'mired in confusion' https://t.co/Hpbs3MhrE9",-0.296,0.0,0.864,0.136,
316,Fox News,.@adrienneelrod: “We should be delaying this nomination until we get more information that comes out.” #MediaBuzz… https://t.co/JMlGoec2uL,0.0,0.0,1.0,0.0,
317,Fox News,RT @FoxNewsSunday: On Government response to #FlorenceHurricane2018 @SenThomTillis tells Chris: I’m proud of what they’ve done…I think Nort…,0.4767,0.154,0.846,0.0,
318,Fox News,"Boy brings cocaine-filled balloons to school, sending 13 kids to hospital, authorities say https://t.co/OIuNRp5Yn6",0.0,0.0,1.0,0.0,
319,Fox News,"“This is absolutely AMAZING!” Donations from around the country poured in for an animal shelter in Greenville, Sout… https://t.co/xt3J9eVxLH",0.0,0.0,1.0,0.0,
320,Fox News,Family of Elizabeth Smart kidnapper says they won't take in felon when she's released https://t.co/v5QTyAbqoH,0.4019,0.162,0.838,0.0,
321,Fox News,Country star Alan Jackson's son-in-law dies after slipping on boat dock https://t.co/SMpLmbHyM3,0.0,0.0,1.0,0.0,
322,Fox News,Florence's death toll is now at least 11; soaking rains continue to fall https://t.co/FNVI7FrEkX,-0.5994,0.0,0.769,0.231,
323,Fox News,President @realDonaldTrump has approved North Carolina's disaster declaration for Florence; @kevincorke reports.… https://t.co/ZhulXB4sHh,-0.3182,0.156,0.615,0.229,
324,Fox News,Cruz challenger O'Rourke calls for firing of Dallas cop after apartment shooting death https://t.co/oY5DGeHyHs,-0.7003,0.08,0.585,0.335,
325,Fox News,Florence's path: Track the tropical storm here https://t.co/w7u1Z3c3ZA,0.0,0.0,1.0,0.0,
326,Fox News,.@dbongino: “How is John Kerry not guilty of a Logan Act violation?” https://t.co/4rStvpgJ6K,0.3252,0.175,0.825,0.0,
327,Fox News,"Tropical Storm Florence: @GriffJenkins has the latest on the deadly storm from Morehead City, North Carolina… https://t.co/TDX0rhYwUi",0.0,0.0,1.0,0.0,
328,Fox News,"A man and his kitten ""Survivor"" are rescued from floodwaters after Florence dumped several inches of rain in the ar… https://t.co/jehJlHRO6R",0.0258,0.119,0.766,0.115,
329,Fox News,"""Don't let your guard down now...this is not over yet."" 

@RedCross spokesperson Betsy Johnson discusses the impact… https://t.co/o20nFk1fx7",0.0,0.0,1.0,0.0,
330,Fox News,Firefighters knelt and prayed outside of a North Carolina home where a mother and child were killed during Florence… https://t.co/UOw4tHTZm3,-0.6705,0.0,0.791,0.209,
331,Fox News,"Competitive Texas Senate race sparks spending war between Cruz, O'Rourke https://t.co/uZuodg9ive",-0.4939,0.116,0.616,0.267,
332,Fox News,Firefighters knelt and prayed outside of a North Carolina home where a mother and child were killed during… https://t.co/3tjKyD1lDc,-0.6705,0.0,0.78,0.22,
333,Fox News,".@USNavy veteran, 93, survives flesh-eating bacteria https://t.co/F97IuilinI",0.0,0.0,1.0,0.0,
334,Fox News,The island of Carolina Beach is completely without power as #HurricaneFlorence2018 batters the area; Jeff Flock rep… https://t.co/MfIS6xXQ3N,0.0,0.0,1.0,0.0,
335,Fox News,Baristas to cover up after backlash against bikini coffee shop https://t.co/iS3ndVmJoY,0.0,0.0,1.0,0.0,
336,Fox News,"An American flag held strong in Cape Fear, North Carolina, Thursday as whipping winds from Hurricane Florence moved… https://t.co/EDqakz4MYe",0.0258,0.14,0.723,0.136,
337,Fox News,JUST IN: Hurricane Florence makes landfall in North Carolina as Category 1 storm https://t.co/0kBAMOAm29,0.0,0.0,1.0,0.0,
338,Fox News,"BREAKING: Nearly 200,000 reportedly without power as Hurricane Florence batters North Carolina. https://t.co/dLClh5zYd3",0.0,0.0,1.0,0.0,
339,Fox News,Hurricane Florence's path: Track the storm here https://t.co/SZKYhx1NPJ,0.0,0.0,1.0,0.0,
340,Fox News,FEMA's deliberate Hurricane Florence tough talk aimed at getting residents to evacuate. https://t.co/44T71cTpXE,-0.128,0.0,0.889,0.111,
341,Fox News,.@SecondLady wants to help ease burden for military spouses: “Our military spouses face some unique challenges.”… https://t.co/lFlpjpXLmM,0.3182,0.235,0.633,0.131,
342,Fox News,"RT @FoxNewsResearch: Hurricane Maria 
- Puerto Rico impact
•Sept 20, 2017: Cat 4 landfall
→ 2 weeks after Irma passed
•Every home/business…",0.0,0.0,1.0,0.0,
343,Fox News,"Ahead of Hurricane Florence, Carolinians ignore calls to evacuate for financial, employment reasons; Steve Harrigan… https://t.co/tiHpJ9q3mU",-0.3612,0.0,0.857,0.143,
344,Fox News,"Gen. Terrence J. O'Shaughnessy on #HurricaneFlorence: ""We take the lessons learned from last year, though it was a… https://t.co/DTdJX3ZBi2",0.0,0.0,1.0,0.0,
345,Fox News,North Carolina Governor @RoyCooperNC shared this message during a news conference earlier on Hurricane Florence.… https://t.co/fwMufrqhd3,0.34,0.146,0.854,0.0,
346,Fox News,RT @FoxBusiness: National average gas price: https://t.co/AoWmu43Uo4,0.0,0.0,1.0,0.0,
347,Fox News,North Carolina Lt. Gov. Dan Forest: “I lost my own house two years ago in Hurricane Matthew.” https://t.co/a7PdYJgQu4,-0.3182,0.0,0.881,0.119,
